review_id,review_text,rating,product_name,product_category,predicted_label,confidence_score
9332802212,"SANGAT KECEWA. PESAN IMPLORA, YANG DATANG XIU XIU",1,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,negative,0.9995
3116781085,Pesanan lengkap. Semua barangnya good 😍😍😍😍 thank you seller,5,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,positive,0.9996
12136891123,"Efek:alis jadi chantiqq. Suka bgt deh!!
Kemasan:good as always
Profil Kecantikan:good for all skin tone.",5,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,positive,0.9996
10009374273,Paketnya yang datang salah yang dikirim soft brow bukan soft black.,4,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,negative,0.9995
10645342219,"Ga pernah ngecewain sih omorfo dari segi harga dan kualitas dari barang yg dijual, suka terus sama toko ini",5,[Omorfo] OMG OH MY GLAM Lip Series | OMG OH MY GLAM Matte Kiss Lip Cream | Oh My Glam Gloss Lip Finish Vinyl 2.7gr OMG Lip Gloss Lipgloss | Lip Tint | Glassy | OMG Lipcream | OMG Lip tint | OMG Glassy liptint,lip,positive,0.9996
12455137134,"pengiriman cepat, packing rapi, harga terjangkau. terimakasih seller 🤍",5,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,positive,0.9996
7762839610,"Warna:oke
Ketahanan:oke
Tekstur:oke

Terima kasih seller, sangat suka belanja disini. Semua baik dan sudah sesuai dengan pesanan. Semoga sehat terus ya seller dan semua karyawannya. Jangan patah semangat ya. Sukses terus. Apapun yang terjadi 👍✨",5,[Omorfo] OMG OH MY GLAM Lip Series | OMG OH MY GLAM Matte Kiss Lip Cream | Oh My Glam Gloss Lip Finish Vinyl 2.7gr OMG Lip Gloss Lipgloss | Lip Tint | Glassy | OMG Lipcream | OMG Lip tint | OMG Glassy liptint,lip,positive,0.9996
75427402085,"Tekstur:anjay
Aroma:anjayy
Keaslian:anjayy

Anjayy",5,[Omorfo] MADEO Deodorant Spray (BPOM)  | Penghilang Bau Badan Ampuh | Pemutih Ketiak | Solusi Bau Keringat,deodorant,neutral,0.9675
5613798119,"Warna:bagus
Kenyamanan aplikator:bagus
Ketahanan:bagus

Kualitas sangat Baik, produk original, Harga murah.",5,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,positive,0.9996
8049222575,"Cangtip banget warnanya. Cepat ngeset dan hasilnya matte. Btw paket mendarat aman, packingan rapi dan tebal. Makasih seller!",5,[Omorfo] OMG OH MY GLAM Lip Series | OMG OH MY GLAM Matte Kiss Lip Cream | Oh My Glam Gloss Lip Finish Vinyl 2.7gr OMG Lip Gloss Lipgloss | Lip Tint | Glassy | OMG Lipcream | OMG Lip tint | OMG Glassy liptint,lip,positive,0.9996
17039996831,"Tekstur:b
Warna:jjejej
Kegunaan:ejejejeh",5,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,neutral,0.9997
15686191590,Apa mau diniliai klo nda dikirim. Cuma gunting kuku dikirim. Pensil alisnya tdk ada!!! Mengecewakan pdhl sering beli dsni,1,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,negative,0.9995
98461382488,Kuas untuk membentuk alis dan bisa membuat sayap di ujung mata tanpa eyeliner,5,[Omorfo] Accessories Kuas Eyebrow pipih | Kuas alis mata | bulu pipih hitam makeup ultra thin Brush makeup bulu sintetis,aksesoris,neutral,0.9913
18392758572,Kurirnya sangat tidak sopan,4,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,negative,0.9995
16017128798,"Aroma:harum
Tekstur:cair
Keaslian:produk autentik

Aroma wangi, tahan sepanjang hari",5,[Omorfo] MADEO Deodorant Spray (BPOM)  | Penghilang Bau Badan Ampuh | Pemutih Ketiak | Solusi Bau Keringat,deodorant,neutral,0.984
10974701860,"Pesannya dua yg dikirim hanya satu, komplen di chat tdk direspond",2,[Omorfo] OMG OH MY GLAM Lip Series | OMG OH MY GLAM Matte Kiss Lip Cream | Oh My Glam Gloss Lip Finish Vinyl 2.7gr OMG Lip Gloss Lipgloss | Lip Tint | Glassy | OMG Lipcream | OMG Lip tint | OMG Glassy liptint,lip,negative,0.9994
15437119744,Adminnya selow respon,5,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,neutral,0.8418
26065530461,"Tekstur:creamy
Warna:grey brown
Kegunaan:alis",5,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,neutral,0.997
17730160458,"Kemasan:masih tersegel
Efek:pensil alis
Pengalaman Penggunaan:testur lembut",5,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,neutral,0.9993
6927000330,Salah kirim dong tapi nga papa,2,[Omorfo] OMG OH MY GLAM Lip Series | OMG OH MY GLAM Matte Kiss Lip Cream | Oh My Glam Gloss Lip Finish Vinyl 2.7gr OMG Lip Gloss Lipgloss | Lip Tint | Glassy | OMG Lipcream | OMG Lip tint | OMG Glassy liptint,lip,negative,0.9994
7736149497,"Paket sudah sampai, pengiriman juga cepat sampainya.....",4,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,positive,0.9996
79650255036,"Tekstur:creamy
Warna:dark coklat
Kegunaan:untuk alis",5,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,neutral,0.994
6283806658,"Warna:bgs bgt. 
Kenyamanan aplikator:mudah
Ketahanan:tahan

Cantik bgt warnanya,suka.",5,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,positive,0.9996
