review_id,review_text,rating,product_name,product_category,predicted_label,confidence_score
15879928520,"Mantap, barang sampai dengan selamat, paket lengkap tidak ada yg kurang. Selalu puas belanja disini, pokoknya jadi langganan kalau mau belanja skincare di mkssr",5,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,positive,0.9996
16104838937,"Pngirman cpt dan kurirx ramah ,brangx murah lgi,puas bnget deh",5,[Omorfo] MADEO Deodorant Spray (BPOM)  | Penghilang Bau Badan Ampuh | Pemutih Ketiak | Solusi Bau Keringat,deodorant,positive,0.9996
5613798119,"Warna:bagus
Kenyamanan aplikator:bagus
Ketahanan:bagus

Kualitas sangat Baik, produk original, Harga murah.",5,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,positive,0.9996
9332802212,"SANGAT KECEWA. PESAN IMPLORA, YANG DATANG XIU XIU",1,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,negative,0.9995
12383494315,"Produk nya Bagus sesuai pesanan, packingan nya juga bagus dan aman. Pengiriman nya sangat cepat serta kirir nya juga sangat ramah",5,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,positive,0.9996
52227695372,Pelayanan buruk,1,[Omorfo] OMG OH MY GLAM Lip Series | OMG OH MY GLAM Matte Kiss Lip Cream | Oh My Glam Gloss Lip Finish Vinyl 2.7gr OMG Lip Gloss Lipgloss | Lip Tint | Glassy | OMG Lipcream | OMG Lip tint | OMG Glassy liptint,lip,negative,0.9995
13392674166,Sakit hati banget beli produk cacat. Dikirim ga ada kuasnya. Sisanya jg bolong2. Ga amanah banget. Pdhl udah ditulis di catatan mohon teliti! Pengemasannya jg lamaaaa banget. Tiga2nya cacat semua!,1,[Omorfo] Accessories Kuas Eyebrow pipih | Kuas alis mata | bulu pipih hitam makeup ultra thin Brush makeup bulu sintetis,aksesoris,negative,0.9994
7762839610,"Warna:oke
Ketahanan:oke
Tekstur:oke

Terima kasih seller, sangat suka belanja disini. Semua baik dan sudah sesuai dengan pesanan. Semoga sehat terus ya seller dan semua karyawannya. Jangan patah semangat ya. Sukses terus. Apapun yang terjadi 👍✨",5,[Omorfo] OMG OH MY GLAM Lip Series | OMG OH MY GLAM Matte Kiss Lip Cream | Oh My Glam Gloss Lip Finish Vinyl 2.7gr OMG Lip Gloss Lipgloss | Lip Tint | Glassy | OMG Lipcream | OMG Lip tint | OMG Glassy liptint,lip,positive,0.9996
15643045399,"produk dikirim dengan sangat cepat, semua sesuai dengan deskripsi, sellernya bagus anti ribet, jadi aman transaksi sat set. terima kasih kak.",5,[Omorfo] MADEO Deodorant Spray (BPOM)  | Penghilang Bau Badan Ampuh | Pemutih Ketiak | Solusi Bau Keringat,deodorant,positive,0.9996
11668059815,cara pengembalian dana bagai mna kak krna salah satu barng yg sya pesan blom sya terima,5,[Omorfo] OMG OH MY GLAM Lip Series | OMG OH MY GLAM Matte Kiss Lip Cream | Oh My Glam Gloss Lip Finish Vinyl 2.7gr OMG Lip Gloss Lipgloss | Lip Tint | Glassy | OMG Lipcream | OMG Lip tint | OMG Glassy liptint,lip,neutral,0.9916
10645342219,"Ga pernah ngecewain sih omorfo dari segi harga dan kualitas dari barang yg dijual, suka terus sama toko ini",5,[Omorfo] OMG OH MY GLAM Lip Series | OMG OH MY GLAM Matte Kiss Lip Cream | Oh My Glam Gloss Lip Finish Vinyl 2.7gr OMG Lip Gloss Lipgloss | Lip Tint | Glassy | OMG Lipcream | OMG Lip tint | OMG Glassy liptint,lip,positive,0.9996
31997872678,"tidak sesuai pesanan. yg dipesan moisturizer, yang datang malah facial wash",3,[Omorfo] HADA LABO All Series | HADALABO Gokujyun | ShiroJyun | GokuJyun Alpha | Tamagohada | Face Wash | Lotion | Essence | Toner | Cleansing Oil | Face Mist | Moisturizer Shirojyun,skincare,negative,0.9995
7867859145,Packet NY sdh d Terima .. Pesanan nya juga sesuai semua nya.. Makasih seller Dan shoppe,5,[Omorfo] OMG OH MY GLAM Lip Series | OMG OH MY GLAM Matte Kiss Lip Cream | Oh My Glam Gloss Lip Finish Vinyl 2.7gr OMG Lip Gloss Lipgloss | Lip Tint | Glassy | OMG Lipcream | OMG Lip tint | OMG Glassy liptint,lip,positive,0.9996
14282814699,"Warnanya cantik banget, cocok buat base ombre lama banget cari warna ini",5,[Omorfo] OMG OH MY GLAM Lip Series | OMG OH MY GLAM Matte Kiss Lip Cream | Oh My Glam Gloss Lip Finish Vinyl 2.7gr OMG Lip Gloss Lipgloss | Lip Tint | Glassy | OMG Lipcream | OMG Lip tint | OMG Glassy liptint,lip,positive,0.9996
15372364170,pesan instan 2 jam dari kemarin jam setengah tiga tapi diantar baru hari in,3,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,neutral,0.9997
17587827873,tolong balas pesan saya kak,1,[Omorfo] HADA LABO All Series | HADALABO Gokujyun | ShiroJyun | GokuJyun Alpha | Tamagohada | Face Wash | Lotion | Essence | Toner | Cleansing Oil | Face Mist | Moisturizer Shirojyun,skincare,neutral,0.9997
16017128798,"Aroma:harum
Tekstur:cair
Keaslian:produk autentik

Aroma wangi, tahan sepanjang hari",5,[Omorfo] MADEO Deodorant Spray (BPOM)  | Penghilang Bau Badan Ampuh | Pemutih Ketiak | Solusi Bau Keringat,deodorant,neutral,0.984
3116781085,Pesanan lengkap. Semua barangnya good 😍😍😍😍 thank you seller,5,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,positive,0.9996
16189129552,Kapok beli di toko ini,1,[Omorfo] HADA LABO All Series | HADALABO Gokujyun | ShiroJyun | GokuJyun Alpha | Tamagohada | Face Wash | Lotion | Essence | Toner | Cleansing Oil | Face Mist | Moisturizer Shirojyun,skincare,negative,0.9994
14220950462,"Tips Pengguna:baca saja pada panduan produk
Profil Kecantikan:jenis kulit oily
Kemasan:aman",5,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,neutral,0.9942
6927000330,Salah kirim dong tapi nga papa,2,[Omorfo] OMG OH MY GLAM Lip Series | OMG OH MY GLAM Matte Kiss Lip Cream | Oh My Glam Gloss Lip Finish Vinyl 2.7gr OMG Lip Gloss Lipgloss | Lip Tint | Glassy | OMG Lipcream | OMG Lip tint | OMG Glassy liptint,lip,negative,0.9994
15993413190,"Pesanannya sudah sampai, pilih lip cream hanasui yang nomor 04 , sama yang seri bobba nomor 01.semoga bagus dan cocok dibibir.pengiriman lumayan.ngga terlalu cepat juga.karna tokonya ada du makassar,makasih",4,[Omorfo] Accessories Kuas Eyebrow pipih | Kuas alis mata | bulu pipih hitam makeup ultra thin Brush makeup bulu sintetis,aksesoris,positive,0.9996
12868444339,"Packaging bagus, barang aman, cepat sampai, kurirnya sopan banget.",5,[Omorfo] OMG OH MY GLAM Lip Series | OMG OH MY GLAM Matte Kiss Lip Cream | Oh My Glam Gloss Lip Finish Vinyl 2.7gr OMG Lip Gloss Lipgloss | Lip Tint | Glassy | OMG Lipcream | OMG Lip tint | OMG Glassy liptint,lip,positive,0.9996
10974701860,"Pesannya dua yg dikirim hanya satu, komplen di chat tdk direspond",2,[Omorfo] OMG OH MY GLAM Lip Series | OMG OH MY GLAM Matte Kiss Lip Cream | Oh My Glam Gloss Lip Finish Vinyl 2.7gr OMG Lip Gloss Lipgloss | Lip Tint | Glassy | OMG Lipcream | OMG Lip tint | OMG Glassy liptint,lip,negative,0.9994
15756416537,sangat cocok digunakan untuk membentuk alis dan teksturnya sangat lembut dan nyaman,5,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,positive,0.9996
8049222575,"Cangtip banget warnanya. Cepat ngeset dan hasilnya matte. Btw paket mendarat aman, packingan rapi dan tebal. Makasih seller!",5,[Omorfo] OMG OH MY GLAM Lip Series | OMG OH MY GLAM Matte Kiss Lip Cream | Oh My Glam Gloss Lip Finish Vinyl 2.7gr OMG Lip Gloss Lipgloss | Lip Tint | Glassy | OMG Lipcream | OMG Lip tint | OMG Glassy liptint,lip,positive,0.9996
8626592858,"ini bagus bangett, aku sukaa huhuuu recomended to buy dehh!!",5,[Omorfo] OMG OH MY GLAM Lip Series | OMG OH MY GLAM Matte Kiss Lip Cream | Oh My Glam Gloss Lip Finish Vinyl 2.7gr OMG Lip Gloss Lipgloss | Lip Tint | Glassy | OMG Lipcream | OMG Lip tint | OMG Glassy liptint,lip,positive,0.9996
15437119744,Adminnya selow respon,5,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,neutral,0.8418
13578760644,ini yg bkin kecewa skali.. baru kali ini mau coba..tpi tidak sesuai ekpektasi. 100gr tpi isinya hmm mngkin bukan kecewa ke pnjualnya. ini lebih ke produknya sja😿😿😿😿,3,[Omorfo] HADA LABO All Series | HADALABO Gokujyun | ShiroJyun | GokuJyun Alpha | Tamagohada | Face Wash | Lotion | Essence | Toner | Cleansing Oil | Face Mist | Moisturizer Shirojyun,skincare,negative,0.9994
33562947256,make over b11 new rules dupenya OMG no 15 experesso,5,[Omorfo] OMG OH MY GLAM Lip Series | OMG OH MY GLAM Matte Kiss Lip Cream | Oh My Glam Gloss Lip Finish Vinyl 2.7gr OMG Lip Gloss Lipgloss | Lip Tint | Glassy | OMG Lipcream | OMG Lip tint | OMG Glassy liptint,lip,neutral,0.9993
