review_id,review_text,rating,product_name,product_category,date_review
30083360010,"aduhh aku pesan spray madeo, malah yang lain dikirim.
stan hp juga saya pesan warna pink tapi hitam yang dikirim
MOHON UNTUK TELITI LAGI YAH KAK KALAU PACKING BARANG😇😇🙏🙏",1,[Omorfo] MADEO Deodorant Spray (BPOM)  | Penghilang Bau Badan Ampuh | Pemutih Ketiak | Solusi Bau Keringat,deodorant,2025-02-04
16314410992,Saya sangat kecewa..12pcs saya pesan yang turun hanya 10 pcs,1,[Omorfo] MADEO Deodorant Spray (BPOM)  | Penghilang Bau Badan Ampuh | Pemutih Ketiak | Solusi Bau Keringat,deodorant,2024-08-27
19671682035,"Yg dipesan apa, yg dtg apa, tdk lagi mau belanja disini, sbnarnya tdk mau terima, tpi malas tukarnya, tidak rekom dan tdk amanah, yg dipesan harga 25k, yg dtg harga 15k, hahaha iyuh👎👎",1,[Omorfo] MADEO Deodorant Spray (BPOM)  | Penghilang Bau Badan Ampuh | Pemutih Ketiak | Solusi Bau Keringat,deodorant,2024-11-26
30097105735,barang kosong pengembalian 1minggun + tidak sesuai yang di kembalikan. 😭 malah saya yg di potongi padahal si tokonya yang salah stoknya yg kosong malah uangku di potong. sumpah demi allah sampai kapan pun tidak ikhlasi. bukan soal nominalnya. tpi TANGUNG JAWAB.,1,[Omorfo] MADEO Deodorant Spray (BPOM)  | Penghilang Bau Badan Ampuh | Pemutih Ketiak | Solusi Bau Keringat,deodorant,2025-02-05
15194628440,"Pelayanan jelek, produk yang dtg kurang 1 (eyeliner pinkflash). Katanya soldout dan pengembalian di selip di paket tapi pas di buka pengembaliannya tidak ada. Sudah 2 hari konfirmasi dan tanyakan solusi tapi tidak di respon terlalu banyak alasan. Pokoknya kecewa belanja disini 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎",1,[Omorfo] MADEO Deodorant Spray (BPOM)  | Penghilang Bau Badan Ampuh | Pemutih Ketiak | Solusi Bau Keringat,deodorant,2024-05-15
16193769526,"Aroma:gatau salah kiirm tokonya
Tekstur:gatau
Keaslian:gatau

CO ini tapi yg di kirim sariayu fash wash, udah salah shade, salah kirim pulak hmm. lebih teliti lagi. pas live aku liat ada yg complain jg soal salah kirim. berarti bukan cuman aku doang",1,[Omorfo] MADEO Deodorant Spray (BPOM)  | Penghilang Bau Badan Ampuh | Pemutih Ketiak | Solusi Bau Keringat,deodorant,2024-08-15
98236040221,Wewangian:barang yang sampai bukan yg di pesan mau di retur tapi tdk bisa prg ke tempat expedisi krn tempatnya tdk dekat dari rumah .,1,[Omorfo] MADEO Deodorant Spray (BPOM)  | Penghilang Bau Badan Ampuh | Pemutih Ketiak | Solusi Bau Keringat,deodorant,2026-05-15
16526223271,kecewa bngt pesan 2 di kirim 1 produk adminnya di cht tdk na respon ki weee dri kemarin saya konfirmasi tpi tdk di respon sama sekali,1,[Omorfo] MADEO Deodorant Spray (BPOM)  | Penghilang Bau Badan Ampuh | Pemutih Ketiak | Solusi Bau Keringat,deodorant,2024-09-11
17972525710,"Sangat mengecewakan nggak bertanggungjawab banget, ada barang yang nggak dikirim di chat nggak ada respon",1,[Omorfo] MADEO Deodorant Spray (BPOM)  | Penghilang Bau Badan Ampuh | Pemutih Ketiak | Solusi Bau Keringat,deodorant,2024-11-06
16228610822,Barang yang dikirim kurang.. saran saja sama dengan orang yg ingin beli disini.. kalau beli online apalagi di toko ini jangan lupa untuk video unboxing,1,[Omorfo] MADEO Deodorant Spray (BPOM)  | Penghilang Bau Badan Ampuh | Pemutih Ketiak | Solusi Bau Keringat,deodorant,2024-08-19
15727480763,Tidak ramah bintanh 1,1,[Omorfo] MADEO Deodorant Spray (BPOM)  | Penghilang Bau Badan Ampuh | Pemutih Ketiak | Solusi Bau Keringat,deodorant,2024-07-05
16261963755,Bagusnya tidak usah diganti dengan produk lain.,1,[Omorfo] MADEO Deodorant Spray (BPOM)  | Penghilang Bau Badan Ampuh | Pemutih Ketiak | Solusi Bau Keringat,deodorant,2024-08-22
16914725388,Tekstur:tidak ada barangnya,1,[Omorfo] MADEO Deodorant Spray (BPOM)  | Penghilang Bau Badan Ampuh | Pemutih Ketiak | Solusi Bau Keringat,deodorant,2024-10-02
16312454171,Tidak di kirim,1,[Omorfo] MADEO Deodorant Spray (BPOM)  | Penghilang Bau Badan Ampuh | Pemutih Ketiak | Solusi Bau Keringat,deodorant,2024-08-27
